n,T,V,P
3.121273e+00,4.237869e+02,3.435461e+00,3.352269e+03
9.785027e+00,1.367651e+02,7.538941e+00,1.616304e+03
1.615297e+00,2.868345e+02,6.334472e+00,5.718760e+02
2.567208e+00,4.118420e+02,1.380068e+00,6.096697e+03
9.846586e+00,4.155472e+02,7.237675e+00,4.739212e+03
1.035196e+00,3.578765e+02,7.207250e-01,4.300721e+03
6.227268e-01,4.741119e+02,4.342641e+00,5.380692e+02
5.514151e+00,3.547505e+02,6.037390e+00,2.853239e+03
2.055528e-01,1.564232e+02,7.078288e+00,1.697553e+02
6.555935e+00,3.457071e+02,2.381275e+00,8.050143e+03
5.152982e+00,4.813443e+02,2.246865e+00,9.044738e+03
1.133005e+00,1.237154e+02,5.389187e+00,1.322727e+02
9.624387e+00,3.556255e+02,4.864499e-01,5.869684e+04
8.623062e+00,1.741832e+02,7.954934e+00,1.600475e+03
9.658950e+00,3.898182e+02,7.053638e+00,4.273951e+03
4.006070e+00,1.216780e+02,9.150077e-01,4.647581e+03
8.638601e+00,4.152391e+02,2.415435e+00,1.255693e+04
6.205657e+00,4.214233e+02,9.548284e+00,2.199804e+03
6.383171e+00,4.364249e+02,8.953082e+00,2.327693e+03
8.758178e+00,2.604805e+02,2.177686e+00,8.586564e+03
4.578967e+00,4.493086e+02,4.978435e+00,3.026680e+03
4.193552e+00,1.148717e+02,3.097503e+00,1.073371e+03
6.044328e+00,2.614681e+02,4.645435e+00,2.842714e+03
5.203334e+00,4.076890e+02,2.308054e+00,7.463263e+03
9.692610e+00,4.492621e+02,7.358767e+00,5.140434e+03
9.448034e+00,1.851239e+02,3.333286e+00,4.278249e+03
5.735647e+00,1.842579e+02,2.230211e+00,3.998481e+03
7.123306e+00,3.620705e+02,2.962362e+00,7.520268e+03
6.782208e+00,3.152994e+02,9.874050e+00,1.626165e+03
4.847402e+00,1.128157e+02,5.794582e+00,7.771912e+02
7.209878e+00,4.605906e+02,8.872873e+00,3.077782e+03
1.142269e+00,1.164822e+02,4.095200e+00,4.094949e+02
1.478811e+00,4.422812e+02,3.649727e+00,1.671581e+03
5.797868e+00,2.630928e+02,1.658453e+00,7.654514e+03
4.931339e+00,3.129893e+02,1.332059e-01,9.627122e+04
5.087272e+00,1.987480e+02,8.398240e+00,9.631963e+02
5.678678e+00,2.233303e+02,1.579841e+00,6.729264e+03
2.577309e+00,2.637780e+02,5.048981e-01,1.130462e+04
7.271990e+00,1.501428e+02,7.876973e+00,9.640247e+02
6.648991e+00,2.998056e+02,8.614652e-01,1.912759e+04
2.966845e-01,4.850804e+02,3.672441e+00,1.368733e+02
3.844395e+00,4.574975e+02,8.748805e+00,1.656716e+03
5.719325e+00,2.211844e+02,3.365487e+00,3.098519e+03
2.068991e-01,1.769273e+02,1.070561e+00,3.672640e+02
9.829241e+00,3.519309e+02,4.171458e+00,6.813195e+03
4.292019e+00,2.938013e+02,7.894424e+00,1.460341e+03
9.835151e+00,2.198570e+02,2.414773e+00,7.262478e+03
7.298395e+00,4.349141e+02,5.169269e+00,5.137598e+03
2.299454e+00,3.439766e+02,5.500227e+00,1.101337e+03
8.745243e+00,3.814696e+02,2.533309e+00,1.111290e+04
8.491812e+00,2.447262e+02,4.629366e+00,3.747758e+03
9.221911e+00,1.284336e+02,6.306231e+00,1.514962e+03
4.830691e+00,2.059036e+02,7.156513e+00,9.832363e+02
6.527722e+00,2.300388e+02,2.904107e+00,4.242478e+03
5.215740e+00,2.936252e+02,7.389789e+00,1.719535e+03
7.982780e-01,2.312301e+02,1.188204e+00,1.231405e+03
5.125261e+00,4.712367e+02,2.246301e+00,9.210693e+03
1.587210e+00,1.278695e+02,5.643751e+00,2.631428e+02
5.746997e+00,2.830569e+02,6.992795e+00,1.986980e+03
7.732314e-01,3.358597e+02,7.173536e+00,8.237561e+01
1.605836e+00,4.043052e+02,4.480140e+00,1.136932e+03
2.592447e+00,4.330352e+02,2.346005e+00,3.899986e+03
8.944033e+00,4.094119e+02,7.334689e+00,4.293452e+03
5.631126e+00,3.989269e+02,6.932926e+00,2.557751e+03
3.736014e+00,1.916233e+02,1.994720e+00,2.846197e+03
9.318791e+00,1.784831e+02,7.424935e-01,1.846947e+04
8.022431e+00,3.680511e+02,4.816277e+00,5.199663e+03
3.751705e+00,3.909795e+02,8.996571e+00,1.351646e+03
7.942837e+00,1.330393e+02,1.239340e+00,7.128376e+03
3.675688e+00,4.072274e+02,2.168451e+00,5.873606e+03
1.929480e+00,3.360817e+02,9.325572e+00,3.999152e+02
6.990822e+00,2.553185e+02,9.797248e+00,1.589434e+03
7.823633e+00,4.749272e+02,6.626160e+00,4.593947e+03
7.988272e+00,3.193580e+02,5.130525e+00,4.263843e+03
8.765497e+00,3.029180e+02,2.681037e+00,8.291913e+03
5.288739e-01,2.417390e+02,7.659557e-01,1.538056e+03
5.523875e+00,1.909559e+02,5.624021e+00,1.820280e+03
7.914609e+00,2.674072e+02,2.653983e+00,6.610425e+03
2.782153e+00,3.263671e+02,2.569231e+00,3.008629e+03
5.903444e+00,1.873796e+02,2.817883e+00,3.367471e+03
1.261183e+00,2.215997e+02,1.428265e+00,1.647828e+03
4.516255e+00,4.959356e+02,3.668724e+00,5.169312e+03
4.098141e+00,4.505911e+02,4.948626e+00,3.285177e+03
1.778544e+00,3.846904e+02,4.091802e+00,1.367212e+03
6.414926e+00,4.296432e+02,5.633269e+00,4.225607e+03
9.615528e+00,4.676103e+02,6.466332e+00,5.888998e+03
3.438895e+00,3.853723e+02,2.976932e-01,3.703075e+04
3.407643e+00,1.623460e+02,7.573140e+00,5.164082e+02
3.873391e+00,2.221963e+02,8.840037e+00,4.738652e+02
2.904607e+00,1.057922e+02,1.943755e+00,1.394580e+03
3.907041e+00,1.329816e+02,2.791122e+00,1.635319e+03
1.163909e+00,4.060348e+02,8.334463e+00,4.232708e+02
6.841959e+00,3.815300e+02,4.381944e+00,4.969425e+03
1.368218e+00,3.393761e+02,4.561841e+00,6.939200e+02
7.723973e+00,1.044286e+02,9.869097e+00,4.888013e+02
2.418016e+00,1.902019e+02,3.503576e+00,1.012045e+03
1.317488e+00,3.690063e+02,3.846786e+00,1.002217e+03
2.260567e+00,3.268370e+02,3.113031e+00,1.863398e+03
2.810585e+00,1.754991e+02,5.330508e+00,9.179864e+02
5.783017e+00,3.958784e+02,4.240588e+00,4.519282e+03
6.019585e+00,1.067878e+02,7.923764e+00,7.828384e+02
5.778754e+00,4.020107e+02,3.636818e+00,5.461254e+03
7.160443e+00,1.362113e+02,8.410991e+00,1.120855e+03
1.959796e+00,2.036297e+02,3.671238e+00,8.714446e+02
5.392261e+00,1.983555e+02,8.351879e+00,8.059411e+02
5.356390e+00,4.903763e+02,1.418920e+00,1.511475e+04
5.870677e+00,2.157966e+02,4.194343e+00,2.540176e+03
9.578681e+00,3.108154e+02,5.428097e+00,4.657422e+03
9.376247e+00,1.377917e+02,7.828267e+00,1.527060e+03
7.145443e+00,1.799925e+02,8.053496e+00,1.420246e+03
6.861499e+00,1.596865e+02,6.648753e+00,1.271651e+03
4.148360e+00,2.752671e+02,6.893865e+00,1.549840e+03
1.243589e+00,4.981748e+02,9.890172e+00,3.813241e+02
7.926195e-01,2.894521e+02,9.852964e+00,1.057698e+02
9.493138e+00,2.494222e+02,3.869572e+00,4.928946e+03
7.005968e+00,4.609275e+02,9.457220e+00,2.963089e+03
9.560760e+00,4.402566e+02,6.954492e+00,5.101084e+03
3.810671e+00,3.199609e+02,4.747077e+00,2.169227e+03
6.882007e+00,4.518481e+02,2.580435e+00,9.922021e+03
1.859062e+00,4.595940e+02,6.202524e+00,1.243408e+03
7.690348e+00,4.925978e+02,8.081411e+00,3.895926e+03
8.476698e+00,4.875759e+02,5.336486e+00,6.245125e+03
3.084872e+00,4.286692e+02,1.216397e+00,8.905103e+03
4.165144e+00,3.094164e+02,2.383377e+00,4.517390e+03
8.241455e+00,2.594067e+02,8.002025e+00,2.290964e+03
7.546618e-01,1.317254e+02,7.660551e+00,1.758490e+02
9.437732e+00,2.145563e+02,5.476052e+00,2.930068e+03
